strain_collection_id,strain_id,strain_name,gene_id,plate,row,column,plate_control,excluded
MATa-2021ver-384,rec3722,ydl026w,S000002184,14,10,5,TRUE,FALSE
MATa-2021ver-384,rec3723,ydl027c,S000002185,14,10,7,TRUE,FALSE
MATa-2021ver-384,rec3728,ydl032w,S000002190,14,10,9,TRUE,FALSE
MATa-2021ver-384,rec3729,slm3,S000002191,14,10,11,TRUE,FALSE
MATa-2021ver-384,rec3730,ydl034w,S000002192,14,10,13,TRUE,FALSE
MATa-2021ver-384,rec3731,gpr1,S000002193,14,10,15,TRUE,FALSE
MATa-2021ver-384,rec3732,pus9,S000002194,14,10,17,TRUE,FALSE
MATa-2021ver-384,rec3733,bsc1,S000002195,14,10,19,TRUE,FALSE
MATa-2021ver-384,rec3734,prm7,S000002197,14,10,21,TRUE,FALSE
MATa-2021ver-384,rec3735,prm7,S000002197,14,10,23,TRUE,FALSE
MATa-2021ver-384,rec3737,ydl041w,S000002199,14,12,1,TRUE,FALSE
MATa-2021ver-384,rec3738,sir2,S000002200,14,12,3,TRUE,FALSE
MATa-2021ver-384,rec3740,mtf2,S000002202,14,12,5,TRUE,FALSE
MATa-2021ver-384,rec3742,mrp10,S000006430,14,12,7,TRUE,FALSE
MATa-2021ver-384,rec3743,npc2,S000002204,14,12,9,TRUE,FALSE
MATa-2021ver-384,rec3745,stp4,S000002206,14,12,11,TRUE,FALSE
MATa-2021ver-384,rec3746,knh1,S000002207,14,12,13,TRUE,FALSE
MATa-2021ver-384,rec3747,ydl050c,S000002208,14,12,15,TRUE,FALSE
MATa-2021ver-384,rec3748,lhp1,S000002209,14,12,17,TRUE,FALSE
MATa-2021ver-384,rec3749,slc1,S000002210,14,12,19,TRUE,FALSE
MATa-2021ver-384,rec3750,pbp4,S000002211,14,12,21,TRUE,FALSE
MATa-2021ver-384,rec3751,mch1,S000002212,14,12,23,TRUE,FALSE
MATa-2021ver-384,rec3753,mbp1,S000002214,14,14,1,TRUE,FALSE
MATa-2021ver-384,rec3754,ydl057w,S000002215,14,14,3,TRUE,FALSE
MATa-2021ver-384,rec3756,rad59,S000002217,14,14,5,TRUE,FALSE
MATa-2021ver-384,rec3758,rps29b,S000002219,14,14,7,TRUE,FALSE
MATa-2021ver-384,rec3759,ydl062w,S000002220,14,14,9,TRUE,FALSE
MATa-2021ver-384,rec3760,syo1,S000002221,14,14,11,TRUE,FALSE
MATa-2021ver-384,rec3762,pex19,S000002223,14,14,13,TRUE,FALSE
MATa-2021ver-384,rec3763,idp1,S000002224,14,14,15,TRUE,FALSE
MATa-2021ver-384,rec3765,ydl068w,S000002226,14,14,17,TRUE,FALSE
MATa-2021ver-384,rec3766,cbs1,S000002227,14,14,19,TRUE,FALSE
MATa-2021ver-384,rec3767,bdf2,S000002228,14,14,21,TRUE,FALSE
MATa-2021ver-384,rec3768,ydl071c,S000002229,14,14,23,TRUE,FALSE
MATa-2021ver-384,rec3770,ydl073w,S000002231,14,16,1,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,16,3,TRUE,FALSE
MATa-2021ver-384,rec3773,rxt3,S000002234,14,16,5,TRUE,FALSE
MATa-2021ver-384,rec3774,vam6,S000002235,14,16,7,TRUE,FALSE
MATa-2021ver-384,rec3775,mdh3,S000002236,14,16,9,TRUE,FALSE
MATa-2021ver-384,rec3776,mrk1,S000002237,14,16,11,TRUE,FALSE
MATa-2021ver-384,rec3777,thi3,S000002238,14,16,13,TRUE,FALSE
MATa-2021ver-384,rec3778,rpp1a,S000002239,14,16,15,TRUE,FALSE
MATa-2021ver-384,rec3779,rpl13a,S000002240,14,16,17,TRUE,FALSE
MATa-2021ver-384,rec3780,rps16b,S000002241,14,16,19,TRUE,FALSE
MATa-2021ver-384,rec3782,nde2,S000002243,14,16,21,TRUE,FALSE
MATa-2021ver-384,rec3783,ydl086w,S000002244,14,16,23,TRUE,FALSE
MATa-2021ver-384,rec3785,asm4,S000002246,14,1,2,TRUE,FALSE
MATa-2021ver-384,rec3786,nur1,S000002247,14,1,4,TRUE,FALSE
MATa-2021ver-384,rec3787,ram1,S000002248,14,1,6,TRUE,FALSE
MATa-2021ver-384,rec3788,ubx3,S000002249,14,1,8,TRUE,FALSE
MATa-2021ver-384,rec3790,pmt5,S000002251,14,1,10,TRUE,FALSE
MATa-2021ver-384,rec3791,ydl094c,S000002252,14,1,12,TRUE,FALSE
MATa-2021ver-384,rec3792,pmt1,S000002253,14,1,14,TRUE,FALSE
MATa-2021ver-384,rec4274,thi74,S000002846,14,1,16,TRUE,FALSE
MATa-2021ver-384,rec4275,lrs4,S000002847,14,1,18,TRUE,FALSE
MATa-2021ver-384,rec4276,dot1,S000002848,14,1,20,TRUE,FALSE
MATa-2021ver-384,rec4277,apt2,S000002849,14,1,22,TRUE,FALSE
MATa-2021ver-384,rec4278,ydr442w,S000002850,14,1,24,TRUE,FALSE
MATa-2021ver-384,rec4279,ssn2,S000002851,14,3,2,TRUE,FALSE
MATa-2021ver-384,rec4280,ecm11,S000002854,14,3,4,TRUE,FALSE
MATa-2021ver-384,rec4281,rps17b,S000002855,14,3,6,TRUE,FALSE
MATa-2021ver-384,rec4282,ada2,S000002856,14,3,8,TRUE,FALSE
MATa-2021ver-384,rec4284,rps18a,S000002858,14,3,10,TRUE,FALSE
MATa-2021ver-384,rec4285,yhp1,S000002859,14,3,12,TRUE,FALSE
MATa-2021ver-384,rec4286,ppn1,S000002860,14,3,14,TRUE,FALSE
MATa-2021ver-384,rec4287,tsa2,S000002861,14,3,16,TRUE,FALSE
MATa-2021ver-384,rec4289,ydr455c,S000002863,14,3,18,TRUE,FALSE
MATa-2021ver-384,rec4290,nhx1,S000002864,14,3,20,TRUE,FALSE
MATa-2021ver-384,rec4291,tom1,S000002865,14,3,22,TRUE,FALSE
MATa-2021ver-384,rec4292,heh2,S000002866,14,3,24,TRUE,FALSE
MATa-2021ver-384,rec4293,pfa5,S000002867,14,5,2,TRUE,FALSE
MATa-2021ver-384,rec4296,mrpl28,S000002870,14,5,4,TRUE,FALSE
MATa-2021ver-384,rec4297,stp1,S000002871,14,5,6,TRUE,FALSE
MATa-2021ver-384,rec4299,rmt2,S000002873,14,5,8,TRUE,FALSE
MATa-2021ver-384,rec4300,pkh3,S000002874,14,5,10,TRUE,FALSE
MATa-2021ver-384,rec4301,ydr467c,S000002875,14,5,12,TRUE,FALSE
MATa-2021ver-384,rec4303,sdc1,S000002877,14,5,14,TRUE,FALSE
MATa-2021ver-384,rec4304,ugo1,S000002878,14,5,16,TRUE,FALSE
MATa-2021ver-384,rec4305,rpl27b,S000002879,14,5,18,TRUE,FALSE
MATa-2021ver-384,rec4308,jip4,S000002883,14,5,20,TRUE,FALSE
MATa-2021ver-384,rec4309,jip4,S000002883,14,5,22,TRUE,FALSE
MATa-2021ver-384,rec4310,ydr476c,S000002884,14,5,24,TRUE,FALSE
MATa-2021ver-384,rec4313,pex29,S000002887,14,7,2,TRUE,FALSE
MATa-2021ver-384,rec4314,dig2,S000002888,14,7,4,TRUE,FALSE
MATa-2021ver-384,rec4315,pho8,S000002889,14,7,6,TRUE,FALSE
MATa-2021ver-384,rec4316,cwc21,S000002890,14,7,8,TRUE,FALSE
MATa-2021ver-384,rec4318,vps52,S000002892,14,7,10,TRUE,FALSE
MATa-2021ver-384,rec4319,vps72,S000002893,14,7,12,TRUE,FALSE
MATa-2021ver-384,rec4320,vps60,S000002894,14,7,14,TRUE,FALSE
MATa-2021ver-384,rec4322,pac11,S000002896,14,7,16,TRUE,FALSE
MATa-2021ver-384,rec4324,pkh1,S000002898,14,7,18,TRUE,FALSE
MATa-2021ver-384,rec4325,ydr491c,S000002899,14,7,20,TRUE,FALSE
MATa-2021ver-384,rec4326,izh1,S000002900,14,7,22,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,7,24,TRUE,FALSE
MATa-2021ver-384,rec4328,rsm28,S000002902,14,9,2,TRUE,FALSE
MATa-2021ver-384,rec4329,vps3,S000002903,14,9,4,TRUE,FALSE
MATa-2021ver-384,rec4330,puf6,S000002904,14,9,6,TRUE,FALSE
MATa-2021ver-384,rec4331,itr1,S000002905,14,9,8,TRUE,FALSE
MATa-2021ver-384,rec4334,rpl37b,S000002908,14,9,10,TRUE,FALSE
MATa-2021ver-384,rec4335,plm2,S000002909,14,9,12,TRUE,FALSE
MATa-2021ver-384,rec4337,lpp1,S000002911,14,9,14,TRUE,FALSE
MATa-2021ver-384,rec4338,spg3,S000002912,14,9,16,TRUE,FALSE
MATa-2021ver-384,rec4339,psp1,S000002913,14,9,18,TRUE,FALSE
MATa-2021ver-384,rec4340,gmc1,S000002914,14,9,20,TRUE,FALSE
MATa-2021ver-384,rec4341,gin4,S000002915,14,9,22,TRUE,FALSE
MATa-2021ver-384,rec4342,gnp1,S000002916,14,9,24,TRUE,FALSE
MATa-2021ver-384,rec4343,ydr509w,S000002917,14,11,2,TRUE,FALSE
MATa-2021ver-384,rec4345,sdh7,S000002919,14,11,4,TRUE,FALSE
MATa-2021ver-384,rec4346,emi1,S000002920,14,11,6,TRUE,FALSE
MATa-2021ver-384,rec4347,grx2,S000002921,14,11,8,TRUE,FALSE
MATa-2021ver-384,rec4348,ydr514c,S000002922,14,11,10,TRUE,FALSE
MATa-2021ver-384,rec4350,emi2,S000002924,14,11,12,TRUE,FALSE
MATa-2021ver-384,rec4351,grh1,S000002925,14,11,14,TRUE,FALSE
MATa-2021ver-384,rec4352,eug1,S000002926,14,11,16,TRUE,FALSE
MATa-2021ver-384,rec4353,fpr2,S000002927,14,11,18,TRUE,FALSE
MATa-2021ver-384,rec4354,urc2,S000002928,14,11,20,TRUE,FALSE
MATa-2021ver-384,rec4356,sps2,S000002930,14,11,22,TRUE,FALSE
MATa-2021ver-384,rec4358,age1,S000002932,14,11,24,TRUE,FALSE
MATa-2021ver-384,rec4359,api2,S000002933,14,13,2,TRUE,FALSE
MATa-2021ver-384,rec4362,hlr1,S000002936,14,13,4,TRUE,FALSE
MATa-2021ver-384,rec4363,qcr7,S000002937,14,13,6,TRUE,FALSE
MATa-2021ver-384,rec4364,apa2,S000002938,14,13,8,TRUE,FALSE
MATa-2021ver-384,rec4366,kre28,S000002940,14,13,10,TRUE,FALSE
MATa-2021ver-384,rec4367,hsp31,S000002941,14,13,12,TRUE,FALSE
MATa-2021ver-384,rec4368,fit1,S000002942,14,13,14,TRUE,FALSE
MATa-2021ver-384,rec4468,ygl101w,S000003069,14,13,16,TRUE,FALSE
MATa-2021ver-384,rec4471,vps73,S000003072,14,13,18,TRUE,FALSE
MATa-2021ver-384,rec4472,arc1,S000003073,14,13,20,TRUE,FALSE
MATa-2021ver-384,rec4474,rmd9,S000003075,14,13,22,TRUE,FALSE
MATa-2021ver-384,rec4475,ygl108c,S000003076,14,13,24,TRUE,FALSE
MATa-2021ver-384,rec4476,ygl109w,S000003077,14,15,2,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,4,TRUE,FALSE
MATa-2021ver-384,rec4477,cue3,S000003078,14,15,6,TRUE,FALSE
MATa-2021ver-384,rec4481,ygl114w,S000003082,14,15,8,TRUE,FALSE
MATa-2021ver-384,rec4482,snf4,S000003083,14,15,10,TRUE,FALSE
MATa-2021ver-384,rec4484,ygl117w,S000003085,14,15,12,TRUE,FALSE
MATa-2021ver-384,rec4485,ygl118c,S000003086,14,15,14,TRUE,FALSE
MATa-2021ver-384,rec4488,gpg1,S000003089,14,15,16,TRUE,FALSE
MATa-2021ver-384,rec4491,mon1,S000003092,14,15,18,TRUE,FALSE
MATa-2021ver-384,rec4492,met13,S000003093,14,15,20,TRUE,FALSE
MATa-2021ver-384,rec4493,scs3,S000003094,14,15,22,TRUE,FALSE
MATa-2021ver-384,rec4494,soh1,S000003095,14,15,24,TRUE,FALSE
MATa-2021ver-384,rec2384,ade2,S000005654,14,1,1,TRUE,FALSE
MATa-2021ver-384,rec285,ies6,S000000770,14,1,3,TRUE,FALSE
MATa-2021ver-384,rec227,aim10,S000000889,14,1,5,TRUE,FALSE
MATa-2021ver-384,rec270,bud16,S000000755,14,1,7,TRUE,FALSE
MATa-2021ver-384,rec973,rpl27a,S000001052,14,1,9,TRUE,FALSE
MATa-2021ver-384,rec984,rps27b,S000001063,14,1,11,TRUE,FALSE
MATa-2021ver-384,rec1515,isa1,S000003950,14,1,13,TRUE,FALSE
MATa-2021ver-384,rec4175,bur2,S000004216,14,1,15,TRUE,FALSE
MATa-2021ver-384,rec1666,rps12,S000005896,14,1,17,TRUE,FALSE
MATa-2021ver-384,rec7280,mdj1,S000001878,14,1,19,TRUE,FALSE
MATa-2021ver-384,rec7288,mtm1,S000003489,14,1,21,TRUE,FALSE
MATa-2021ver-384,rec7374,por1,S000005000,14,1,23,TRUE,FALSE
MATa-2021ver-384,rec7347,ydr417c,S000002825,14,3,1,TRUE,FALSE
MATa-2021ver-384,rec4797,clc1,S000003399,14,3,3,TRUE,FALSE
MATa-2021ver-384,rec3415,ycl007c,S000000513,14,3,5,TRUE,FALSE
MATa-2021ver-384,rec4105,pep3,S000004138,14,3,7,TRUE,FALSE
MATa-2021ver-384,rec5005,rsm22,S000001638,14,3,9,TRUE,FALSE
MATa-2021ver-384,rec145,bud25,S000007590,14,3,11,TRUE,FALSE
MATa-2021ver-384,rec210,rnr1,S000000872,14,3,13,TRUE,FALSE
MATa-2021ver-384,rec277,anp1,S000000762,14,3,15,TRUE,FALSE
MATa-2021ver-384,rec1147,ynl296w,S000005240,14,3,17,TRUE,FALSE
MATa-2021ver-384,rec4072,hpr1,S000002545,14,3,19,TRUE,FALSE
MATa-2021ver-384,rec7406,tom5,S000006433,14,3,21,TRUE,FALSE
MATa-2021ver-384,rec4397,cgr1,S000002997,14,3,23,TRUE,FALSE
MATa-2021ver-384,rec3119,rox3,S000000189,14,5,1,TRUE,FALSE
MATa-2021ver-384,rec3026,htb2,S000000098,14,5,3,TRUE,FALSE
MATa-2021ver-384,rec5546,nat3,S000006335,14,5,5,TRUE,FALSE
MATa-2021ver-384,rec7005,rpb4,S000003676,14,5,7,TRUE,FALSE
MATa-2021ver-384,rec7161,cyc8,S000000316,14,5,9,TRUE,FALSE
MATa-2021ver-384,rec7102,mrpl20,S000001793,14,5,11,TRUE,FALSE
MATa-2021ver-384,rec7284,tif4631,S000003394,14,5,13,TRUE,FALSE
MATa-2021ver-384,rec7291,efg1,S000007608,14,5,15,TRUE,FALSE
MATa-2021ver-384,rec7263,rpl37b,S000002908,14,5,17,TRUE,FALSE
MATa-2021ver-384,rec7266,emi1,S000002920,14,5,19,TRUE,FALSE
MATa-2021ver-384,rec7285,gcn5,S000003484,14,5,21,TRUE,FALSE
MATa-2021ver-384,rec7287,coq6,S000003487,14,5,23,TRUE,FALSE
MATa-2021ver-384,rec7375,arp5,S000005004,14,7,1,TRUE,FALSE
MATa-2021ver-384,rec7376,rpl16b,S000005013,14,7,3,TRUE,FALSE
MATa-2021ver-384,rec7383,lsm7,S000005091,14,7,5,TRUE,FALSE
MATa-2021ver-384,rec7384,ade12,S000005164,14,7,7,TRUE,FALSE
MATa-2021ver-384,rec7386,mrpl10,S000005228,14,7,9,TRUE,FALSE
MATa-2021ver-384,rec7387,atp11,S000005259,14,7,11,TRUE,FALSE
MATa-2021ver-384,rec7395,rtc6,S000007224,14,7,13,TRUE,FALSE
MATa-2021ver-384,rec2403,mdm32,S000005673,14,7,15,TRUE,FALSE
MATa-2021ver-384,rec1152,pus4,S000005236,14,7,17,TRUE,FALSE
MATa-2021ver-384,rec849,sap30,S000004876,14,7,19,TRUE,FALSE
MATa-2021ver-384,rec1137,mck1,S000005251,14,7,21,TRUE,FALSE
MATa-2021ver-384,rec1167,met2,S000005221,14,7,23,TRUE,FALSE
MATa-2021ver-384,rec7364,yfl063w,S000001831,14,9,1,TRUE,FALSE
MATa-2021ver-384,rec7367,gsm1,S000003639,14,9,3,TRUE,FALSE
MATa-2021ver-384,rec7368,rpl6a,S000004538,14,9,5,TRUE,FALSE
MATa-2021ver-384,rec7369,ynl011c,S000004956,14,9,7,TRUE,FALSE
MATa-2021ver-384,rec7370,hef3,S000004959,14,9,9,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,9,11,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,9,13,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,9,15,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,9,17,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,9,19,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,9,21,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,9,23,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,1,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,3,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,5,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,7,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,9,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,11,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,13,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,15,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,17,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,19,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,21,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,11,23,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,1,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,3,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,5,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,7,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,9,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,11,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,13,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,15,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,17,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,19,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,21,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,13,23,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,1,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,3,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,5,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,7,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,9,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,11,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,13,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,15,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,17,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,19,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,21,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,14,15,23,TRUE,FALSE
MATa-2021ver-384,rec4496,rsm23,S000003097,15,2,2,TRUE,FALSE
MATa-2021ver-384,rec4498,snt2,S000003099,15,2,4,TRUE,FALSE
MATa-2021ver-384,rec4499,ygl132w,S000003100,15,2,6,TRUE,FALSE
MATa-2021ver-384,rec4500,itc1,S000003101,15,2,8,TRUE,FALSE
MATa-2021ver-384,rec4502,rpl1b,S000003103,15,2,10,TRUE,FALSE
MATa-2021ver-384,rec4503,mrm2,S000003104,15,2,12,TRUE,FALSE
MATa-2021ver-384,rec4505,ygl138c,S000003106,15,2,14,TRUE,FALSE
MATa-2021ver-384,rec4506,flc3,S000003107,15,2,16,TRUE,FALSE
MATa-2021ver-384,rec4507,ygl140c,S000003108,15,2,18,TRUE,FALSE
MATa-2021ver-384,rec4508,hul5,S000003109,15,2,20,TRUE,FALSE
MATa-2021ver-384,rec4510,mrf1,S000003111,15,2,22,TRUE,FALSE
MATa-2021ver-384,rec4511,rog1,S000003112,15,2,24,TRUE,FALSE
MATa-2021ver-384,rec4513,rrt6,S000003114,15,4,2,TRUE,FALSE
MATa-2021ver-384,rec4514,rpl9a,S000003115,15,4,4,TRUE,FALSE
MATa-2021ver-384,rec4515,aro2,S000003116,15,4,6,TRUE,FALSE
MATa-2021ver-384,rec4516,ygl149w,S000003117,15,4,8,TRUE,FALSE
MATa-2021ver-384,rec4518,nut1,S000003119,15,4,10,TRUE,FALSE
MATa-2021ver-384,rec4519,ygl152c,S000003120,15,4,12,TRUE,FALSE
MATa-2021ver-384,rec4520,pex14,S000003121,15,4,14,TRUE,FALSE
MATa-2021ver-384,rec4521,lys5,S000003122,15,4,16,TRUE,FALSE
MATa-2021ver-384,rec4523,ams1,S000003124,15,4,18,TRUE,FALSE
MATa-2021ver-384,rec4524,ari1,S000003125,15,4,20,TRUE,FALSE
MATa-2021ver-384,rec4525,rck1,S000003126,15,4,22,TRUE,FALSE
MATa-2021ver-384,rec4526,ygl159w,S000003127,15,4,24,TRUE,FALSE
MATa-2021ver-384,rec4527,aim14,S000003128,15,6,2,TRUE,FALSE
MATa-2021ver-384,rec4528,yip5,S000003129,15,6,4,TRUE,FALSE
MATa-2021ver-384,rec4529,sut1,S000003130,15,6,6,TRUE,FALSE
MATa-2021ver-384,rec4530,rad54,S000003131,15,6,8,TRUE,FALSE
MATa-2021ver-384,rec4531,yrb30,S000003132,15,6,10,TRUE,FALSE
MATa-2021ver-384,rec4532,ygl165c,S000003133,15,6,12,TRUE,FALSE
MATa-2021ver-384,rec4533,cup2,S000003134,15,6,14,TRUE,FALSE
MATa-2021ver-384,rec4534,pmr1,S000003135,15,6,16,TRUE,FALSE
MATa-2021ver-384,rec4535,hur1,S000003136,15,6,18,TRUE,FALSE
MATa-2021ver-384,rec4537,spo74,S000003138,15,6,20,TRUE,FALSE
MATa-2021ver-384,rec4540,xrn1,S000003141,15,6,22,TRUE,FALSE
MATa-2021ver-384,rec4541,bud13,S000003142,15,6,24,TRUE,FALSE
MATa-2021ver-384,rec4542,sae2,S000003143,15,8,2,TRUE,FALSE
MATa-2021ver-384,rec4543,ygl176c,S000003144,15,8,4,TRUE,FALSE
MATa-2021ver-384,rec4544,ygl177w,S000003145,15,8,6,TRUE,FALSE
MATa-2021ver-384,rec4546,tos3,S000003147,15,8,8,TRUE,FALSE
MATa-2021ver-384,rec4547,atg1,S000003148,15,8,10,TRUE,FALSE
MATa-2021ver-384,rec4548,gts1,S000003149,15,8,12,TRUE,FALSE
MATa-2021ver-384,rec6099,ast2,S000000903,15,8,14,TRUE,FALSE
MATa-2021ver-384,rec6101,ssa4,S000000905,15,8,16,TRUE,FALSE
MATa-2021ver-384,rec6104,mam1,S000000908,15,8,18,TRUE,FALSE
MATa-2021ver-384,rec6106,flo8,S000000911,15,8,20,TRUE,FALSE
MATa-2021ver-384,rec6107,flo8,S000000911,15,8,22,TRUE,FALSE
MATa-2021ver-384,rec6108,kap123,S000000912,15,8,24,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,15,10,2,TRUE,FALSE
MATa-2021ver-384,rec6109,swi4,S000000913,15,10,4,TRUE,FALSE
MATa-2021ver-384,rec6111,tmn3,S000000915,15,10,6,TRUE,FALSE
MATa-2021ver-384,rec6112,boi2,S000000916,15,10,8,TRUE,FALSE
MATa-2021ver-384,rec6113,spr6,S000000917,15,10,10,TRUE,FALSE
MATa-2021ver-384,rec6114,slx8,S000000918,15,10,12,TRUE,FALSE
MATa-2021ver-384,rec6115,rpl23b,S000000919,15,10,14,TRUE,FALSE
MATa-2021ver-384,rec6116,sho1,S000000920,15,10,16,TRUE,FALSE
MATa-2021ver-384,rec6117,avt6,S000000921,15,10,18,TRUE,FALSE
MATa-2021ver-384,rec6118,yer119c-a,S000002961,15,10,20,TRUE,FALSE
MATa-2021ver-384,rec6119,scs2,S000000922,15,10,22,TRUE,FALSE
MATa-2021ver-384,rec6120,yer121w,S000000923,15,10,24,TRUE,FALSE
MATa-2021ver-384,rec6122,yck3,S000000925,15,12,2,TRUE,FALSE
MATa-2021ver-384,rec6123,dse1,S000000926,15,12,4,TRUE,FALSE
MATa-2021ver-384,rec6127,vfa1,S000000930,15,12,6,TRUE,FALSE
MATa-2021ver-384,rec6128,sak1,S000000931,15,12,8,TRUE,FALSE
MATa-2021ver-384,rec6129,com2,S000000932,15,12,10,TRUE,FALSE
MATa-2021ver-384,rec6130,rps26b,S000000933,15,12,12,TRUE,FALSE
MATa-2021ver-384,rec6131,pmd1,S000000934,15,12,14,TRUE,FALSE
MATa-2021ver-384,rec6133,yer134c,S000000936,15,12,16,TRUE,FALSE
MATa-2021ver-384,rec6134,yer135c,S000000937,15,12,18,TRUE,FALSE
MATa-2021ver-384,rec6136,yer137c,S000000939,15,12,20,TRUE,FALSE
MATa-2021ver-384,rec6137,rtr1,S000000941,15,12,22,TRUE,FALSE
MATa-2021ver-384,rec6138,emp65,S000000942,15,12,24,TRUE,FALSE
MATa-2021ver-384,rec6139,cox15,S000000943,15,14,2,TRUE,FALSE
MATa-2021ver-384,rec6140,mag1,S000000944,15,14,4,TRUE,FALSE
MATa-2021ver-384,rec6141,ddi1,S000000945,15,14,6,TRUE,FALSE
MATa-2021ver-384,rec6142,ftr1,S000000947,15,14,8,TRUE,FALSE
MATa-2021ver-384,rec6146,pea2,S000000951,15,14,10,TRUE,FALSE
MATa-2021ver-384,rec6147,spi1,S000000952,15,14,12,TRUE,FALSE
MATa-2021ver-384,rec6148,ubp3,S000000953,15,14,14,TRUE,FALSE
MATa-2021ver-384,rec6149,yer152c,S000000954,15,14,16,TRUE,FALSE
MATa-2021ver-384,rec6150,pet122,S000000955,15,14,18,TRUE,FALSE
MATa-2021ver-384,rec6151,oxa1,S000000956,15,14,20,TRUE,FALSE
MATa-2021ver-384,rec6152,bem2,S000000957,15,14,22,TRUE,FALSE
MATa-2021ver-384,rec6153,yer156c,S000000958,15,14,24,TRUE,FALSE
MATa-2021ver-384,rec6155,yer158c,S000000960,15,16,2,TRUE,FALSE
MATa-2021ver-384,blank,blank,-,15,16,4,TRUE,FALSE
MATa-2021ver-384,rec6157,spt2,S000000963,15,16,6,TRUE,FALSE
MATa-2021ver-384,rec6158,rad4,S000000964,15,16,8,TRUE,FALSE
MATa-2021ver-384,rec6159,gcg1,S000000965,15,16,10,TRUE,FALSE
MATa-2021ver-384,rec6160,chd1,S000000966,15,16,12,TRUE,FALSE
MATa-2021ver-384,rec6162,dnf1,S000000968,15,16,14,TRUE,FALSE
MATa-2021ver-384,rec6163,bck2,S000000969,15,16,16,TRUE,FALSE
MATa-2021ver-384,rec6165,rph1,S000000971,15,16,18,TRUE,FALSE
MATa-2021ver-384,rec6166,adk2,S000000972,15,16,20,TRUE,FALSE
MATa-2021ver-384,rec6169,rad24,S000000975,15,16,22,TRUE,FALSE
MATa-2021ver-384,rec6170,grx4,S000000976,15,16,24,TRUE,FALSE
MATa-2021ver-384,rec6171,tmt1,S000000977,15,2,1,TRUE,FALSE
MATa-2021ver-384,rec6172,ecm32,S000000978,15,2,3,TRUE,FALSE
MATa-2021ver-384,rec6173,bmh1,S000000979,15,2,5,TRUE,FALSE
MATa-2021ver-384,rec6174,pda1,S000000980,15,2,7,TRUE,FALSE
MATa-2021ver-384,rec6175,dmc1,S000000981,15,2,9,TRUE,FALSE
MATa-2021ver-384,rec6176,isc10,S000000982,15,2,11,TRUE,FALSE
MATa-2021ver-384,rec6177,yer181c,S000000983,15,2,13,TRUE,FALSE
MATa-2021ver-384,rec6178,fmp10,S000000984,15,2,15,TRUE,FALSE
