temperature,strain_name,strain_id,plate,row,column,query_id,t,p,mean_dif,sd_dif,mean_lgr,sd_lgr
30,fub1,rec5796,11,12,6,g1,0.6965691196843098,0.4993378577098505,0.023900845115841646,0.12004788737460692,0.033384037571476954,0.15811853130675135
30,fub1,rec5796,11,12,6,g6,-0.9578362448594805,0.3546441073306362,-0.03676360018501816,0.03863735403161628,-0.048714709584508464,0.05149248692048743
30,fui1,rec3068,7,5,10,g1,-0.06822626318448569,0.9467485271143968,-0.0025432290390567536,0.0943396527284275,-0.0063575874591854774,0.1337387804618189
30,fui1,rec3068,7,5,10,g6,1.4205813857658207,0.1792391501727749,0.047633290325863026,0.1138227134186486,0.05994300779112523,0.14796321177996052
30,fum1,rec1030,2,11,15,g1,-0.2817656738769032,0.7823907479503592,-0.009808400308729065,0.05228701433956898,-0.011588400408037127,0.06286574402497122
30,fum1,rec1030,2,11,15,g6,0.10424249175617822,0.9185679773526667,0.0046542827467362935,0.08963330043452754,0.0033702972332266268,0.11215354119034991
30,fun12,rec371,1,6,4,g1,-4.38740758575497,0.001005108624486269,-0.10714639834099224,0.06322408637181792,-0.52657197957353985,0.27238274869402807
30,fun12,rec371,1,6,4,g6,0.28531501110049007,0.7795933054185193,0.008253249522463438,0.10692105450338726,0.035222940589733874,0.42779943620223754
30,fun14,rec400,1,8,22,g1,1.4099383781570363,0.18669054518241943,0.056755059808122454,0.09014356515371219,0.0679009612427849,0.11164269703785472
30,fun14,rec400,1,8,22,g6,2.4460169121850224,0.03363326795976298,0.10363130894683933,0.13600748597228524,0.12377033609652541,0.1641457683070937
30,fun19,rec374,1,6,6,g1,-0.07115158012419666,0.9445820584605724,-0.003260200422950702,0.06702128122011956,-0.012505501842620328,0.11211913046071963
30,fun19,rec374,1,6,6,g6,0.26377334354144505,0.796486492863175,0.010721608941194616,0.1341579897310759,0.013125729741712971,0.20556955912014188
30,fun26,rec386,1,6,22,g1,0.17774719263277833,0.861589395076594,0.008823355673645422,0.06774220177489212,0.008459109263587488,0.08061600807951709
30,fun26,rec386,1,6,22,g6,0.5613316392569508,0.5840490090108156,0.02865997246881183,0.1224850813732949,0.03090546920137217,0.14027085537936515
30,fun30,rec389,1,8,4,g1,-0.29904700427546493,0.7707633296170978,-0.008065509252187977,0.04619651065925839,-0.009587961477292298,0.0697921921776222
30,fun30,rec389,1,8,4,g6,0.7491371693094966,0.4661788808643128,0.025225457069240398,0.052840956796452336,0.03685924870293447,0.07689397705181526
30,fur4,rec3158,12,2,14,g1,3.4709043558612787,0.0044142206464781635,0.039099475342920534,0.03589213444970859,0.11854560629164725,0.10711796812612115
30,fur4,rec3158,12,2,14,g6,3.2385174392700518,0.006003594936305437,0.027958401734378177,0.022921783026960074,0.086556782007351,0.0708820569347444
30,fus1,rec3434,4,5,9,g1,0.41805135128128695,0.6826755806312761,0.018129277895408333,0.15230082811248893,0.020301346697354467,0.18722123634153343
